,Sensor,Midnight,1am,2am,3am,4am,5am,6am,7am,8am,9am,10am,11am,Noon,1pm,2pm,3pm,4pm,5pm,6pm,7pm,8pm,9pm,10pm,11pm,data_date
3,Town Hall (West),854.0,404.0,207.0,135.0,99.0,85.0,113.0,296.0,495.0,1123.0,1641.0,2374.0,3117.0,3507.0,3906.0,3712.0,3547.0,3394.0,2765.0,2338.0,2058.0,2116.0,1204.0,944.0,31-08-2019
4,Princes Bridge,723.0,305.0,196.0,143.0,158.0,213.0,402.0,731.0,1156.0,1662.0,2249.0,2850.0,3430.0,3636.0,3861.0,3777.0,3914.0,4005.0,3653.0,3104.0,2217.0,2344.0,1987.0,1411.0,31-08-2019
5,Flinders Street Station Underpass,601.0,334.0,219.0,109.0,78.0,101.0,197.0,408.0,571.0,870.0,979.0,1422.0,1537.0,1811.0,2148.0,2170.0,2005.0,1970.0,1761.0,1536.0,1266.0,1144.0,1026.0,730.0,31-08-2019
6,Birrarung Marr,18.0,6.0,16.0,2.0,2.0,13.0,41.0,90.0,153.0,269.0,323.0,309.0,317.0,416.0,435.0,464.0,486.0,525.0,179.0,88.0,149.0,62.0,48.0,29.0,31-08-2019
7,Webb Bridge,47.0,17.0,7.0,1.0,2.0,13.0,48.0,85.0,152.0,184.0,233.0,250.0,273.0,271.0,334.0,302.0,328.0,278.0,212.0,118.0,91.0,73.0,87.0,29.0,31-08-2019
8,Southern Cross Station,33.0,18.0,20.0,10.0,6.0,15.0,41.0,46.0,74.0,103.0,134.0,173.0,103.0,138.0,139.0,128.0,144.0,116.0,123.0,76.0,65.0,79.0,43.0,61.0,31-08-2019
9,Victoria Point,11.0,6.0,6.0,3.0,2.0,11.0,17.0,40.0,62.0,110.0,151.0,129.0,93.0,124.0,92.0,121.0,135.0,99.0,102.0,91.0,69.0,62.0,28.0,56.0,31-08-2019
10,Waterfront City,16.0,3.0,4.0,1.0,,1.0,7.0,27.0,52.0,53.0,72.0,71.0,98.0,106.0,125.0,146.0,117.0,108.0,90.0,68.0,86.0,78.0,31.0,24.0,31-08-2019
11,New Quay,48.0,15.0,10.0,4.0,1.0,9.0,24.0,65.0,133.0,225.0,253.0,297.0,347.0,400.0,442.0,416.0,419.0,437.0,444.0,336.0,290.0,241.0,144.0,102.0,31-08-2019
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
13,Sandridge Bridge,277.0,167.0,100.0,63.0,53.0,55.0,83.0,140.0,213.0,381.0,415.0,524.0,617.0,699.0,766.0,764.0,754.0,712.0,742.0,515.0,483.0,384.0,416.0,319.0,31-08-2019
14,State Library,277.0,199.0,99.0,44.0,33.0,69.0,55.0,94.0,182.0,350.0,566.0,909.0,1393.0,1744.0,1964.0,2104.0,1991.0,2198.0,1866.0,1962.0,1513.0,1311.0,877.0,610.0,31-08-2019
15,Collins St (North),155.0,83.0,65.0,25.0,38.0,33.0,47.0,223.0,317.0,609.0,915.0,1185.0,1392.0,1450.0,1563.0,1539.0,1387.0,1082.0,717.0,540.0,434.0,395.0,363.0,247.0,31-08-2019
16,Collins Place (South),67.0,19.0,14.0,9.0,13.0,23.0,66.0,86.0,105.0,181.0,210.0,250.0,291.0,309.0,351.0,349.0,357.0,381.0,348.0,293.0,188.0,164.0,177.0,106.0,31-08-2019
17,Collins Place (North),32.0,13.0,9.0,6.0,6.0,12.0,19.0,29.0,47.0,90.0,147.0,158.0,203.0,231.0,223.0,176.0,124.0,125.0,138.0,80.0,100.0,74.0,74.0,63.0,31-08-2019
18,Chinatown-Swanston St (North),263.0,200.0,119.0,62.0,51.0,17.0,20.0,49.0,61.0,141.0,308.0,647.0,1031.0,1283.0,1092.0,1138.0,1110.0,1378.0,1543.0,1582.0,1219.0,1035.0,732.0,530.0,31-08-2019
19,Chinatown-Lt Bourke St (South),286.0,169.0,152.0,73.0,37.0,33.0,47.0,76.0,90.0,145.0,341.0,698.0,983.0,1254.0,849.0,854.0,1047.0,1223.0,1583.0,1758.0,1332.0,1100.0,483.0,119.0,31-08-2019
20,Bourke St-Russell St (West),679.0,542.0,272.0,333.0,195.0,152.0,103.0,108.0,140.0,310.0,538.0,816.0,1009.0,1286.0,1385.0,1279.0,1407.0,1519.0,1626.0,1483.0,1489.0,1211.0,1258.0,463.0,31-08-2019
21,Flinders St-Elizabeth St (East),718.0,547.0,411.0,229.0,208.0,231.0,350.0,611.0,1075.0,1783.0,1994.0,2468.0,2820.0,3274.0,3629.0,3753.0,3572.0,3477.0,3137.0,2650.0,2326.0,2018.0,1662.0,1402.0,31-08-2019
22,Spencer St-Collins St (South),117.0,69.0,31.0,20.0,26.0,33.0,69.0,63.0,159.0,202.0,232.0,302.0,244.0,240.0,306.0,318.0,301.0,332.0,312.0,241.0,191.0,235.0,166.0,167.0,31-08-2019
23,Spencer St-Collins St (North),389.0,200.0,81.0,85.0,60.0,113.0,328.0,585.0,941.0,1164.0,1406.0,1490.0,1475.0,1395.0,1631.0,1521.0,1651.0,1553.0,1393.0,1004.0,753.0,622.0,680.0,564.0,31-08-2019
24,Melbourne Convention Exhibition Centre,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
25,QV Market-Elizabeth St (West),186.0,180.0,104.0,67.0,81.0,79.0,112.0,203.0,440.0,866.0,1231.0,1684.0,1799.0,1930.0,1769.0,1376.0,911.0,764.0,703.0,674.0,615.0,485.0,366.0,263.0,31-08-2019
26,QV Market-Peel St,32.0,41.0,15.0,7.0,9.0,13.0,23.0,60.0,143.0,296.0,360.0,491.0,532.0,580.0,537.0,437.0,291.0,260.0,210.0,126.0,163.0,92.0,88.0,82.0,31-08-2019
27,The Arts Centre,638.0,291.0,198.0,233.0,365.0,496.0,616.0,922.0,1376.0,2024.0,2426.0,3115.0,3307.0,3485.0,3507.0,3519.0,3433.0,3609.0,3426.0,3194.0,1468.0,2061.0,1799.0,1143.0,31-08-2019
28,St Kilda Rd-Alexandra Gardens,92.0,33.0,20.0,8.0,13.0,34.0,64.0,127.0,191.0,440.0,525.0,834.0,1011.0,1225.0,1242.0,1470.0,1161.0,1104.0,529.0,407.0,354.0,262.0,279.0,157.0,31-08-2019
29,Lonsdale St (South),531.0,430.0,321.0,224.0,124.0,110.0,125.0,125.0,161.0,262.0,377.0,514.0,780.0,1134.0,826.0,1015.0,1059.0,1279.0,1403.0,1482.0,1369.0,1121.0,1411.0,1160.0,31-08-2019
30,Lygon St (West),189.0,85.0,24.0,23.0,23.0,11.0,31.0,47.0,74.0,145.0,219.0,269.0,345.0,389.0,447.0,463.0,420.0,520.0,628.0,742.0,818.0,906.0,696.0,456.0,31-08-2019
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
32,Flinders St-Spring St (West),32.0,8.0,13.0,6.0,7.0,14.0,33.0,46.0,60.0,119.0,145.0,147.0,112.0,157.0,147.0,178.0,121.0,154.0,147.0,108.0,82.0,60.0,84.0,38.0,31-08-2019
33,Flinders St-Spark La,35.0,19.0,11.0,8.0,13.0,22.0,48.0,30.0,85.0,115.0,112.0,173.0,163.0,231.0,210.0,221.0,207.0,211.0,220.0,122.0,94.0,82.0,100.0,60.0,31-08-2019
34,Southbank,327.0,139.0,104.0,24.0,31.0,46.0,140.0,384.0,597.0,888.0,1134.0,1527.0,1768.0,2064.0,2530.0,2569.0,2538.0,2265.0,2203.0,2064.0,1690.0,1466.0,1108.0,776.0,31-08-2019
35,Queen St (West),339.0,335.0,304.0,108.0,84.0,22.0,28.0,70.0,212.0,168.0,200.0,188.0,289.0,238.0,245.0,227.0,304.0,249.0,263.0,327.0,417.0,469.0,472.0,483.0,31-08-2019
36,Lygon St (East),29.0,28.0,15.0,5.0,12.0,18.0,4.0,16.0,62.0,68.0,134.0,190.0,220.0,260.0,277.0,245.0,231.0,365.0,381.0,473.0,528.0,446.0,346.0,184.0,31-08-2019
37,Alfred Place,35.0,10.0,14.0,10.0,12.0,10.0,15.0,45.0,111.0,136.0,168.0,144.0,192.0,161.0,190.0,202.0,149.0,184.0,137.0,156.0,102.0,121.0,94.0,80.0,31-08-2019
38,Lonsdale St-Spring St (West),44.0,28.0,18.0,10.0,5.0,12.0,33.0,53.0,112.0,180.0,266.0,341.0,423.0,580.0,331.0,357.0,460.0,372.0,321.0,268.0,192.0,150.0,333.0,147.0,31-08-2019
39,Grattan St-Swanston St (West),48.0,10.0,5.0,7.0,5.0,8.0,25.0,42.0,44.0,125.0,136.0,157.0,213.0,270.0,228.0,201.0,197.0,250.0,169.0,179.0,117.0,108.0,78.0,78.0,31-08-2019
40,Monash Rd-Swanston St (West),8.0,8.0,5.0,1.0,3.0,4.0,8.0,36.0,62.0,111.0,122.0,181.0,167.0,164.0,193.0,196.0,199.0,259.0,170.0,156.0,119.0,92.0,86.0,69.0,31-08-2019
41,Tin Alley-Swanston St (West),8.0,9.0,2.0,1.0,4.0,2.0,8.0,29.0,46.0,107.0,118.0,122.0,108.0,130.0,156.0,151.0,104.0,170.0,82.0,75.0,54.0,49.0,50.0,19.0,31-08-2019
42,Little Collins St-Swanston St (East),398.0,267.0,161.0,71.0,63.0,67.0,84.0,167.0,309.0,495.0,721.0,1111.0,1632.0,2146.0,2405.0,2321.0,2260.0,2233.0,1816.0,1678.0,1549.0,1317.0,1043.0,715.0,31-08-2019
43,Flinders La-Swanston St (West),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
44,Pelham St (South),18.0,15.0,5.0,,4.0,10.0,39.0,13.0,72.0,115.0,114.0,163.0,228.0,212.0,168.0,123.0,134.0,138.0,142.0,111.0,104.0,81.0,47.0,43.0,31-08-2019
45,Melbourne Central-Elizabeth St (East),336.0,198.0,166.0,97.0,76.0,91.0,120.0,215.0,361.0,710.0,915.0,1224.0,1716.0,2110.0,2583.0,2275.0,2362.0,2028.0,1825.0,1574.0,1217.0,964.0,710.0,600.0,31-08-2019
46,QVM-Queen St (East),56.0,52.0,33.0,16.0,8.0,18.0,57.0,94.0,217.0,410.0,595.0,791.0,866.0,970.0,910.0,777.0,479.0,383.0,276.0,192.0,170.0,109.0,140.0,99.0,31-08-2019
47,QVM-Therry St (South),81.0,97.0,72.0,53.0,30.0,30.0,47.0,90.0,172.0,319.0,428.0,664.0,682.0,680.0,508.0,430.0,252.0,194.0,161.0,134.0,135.0,142.0,121.0,121.0,31-08-2019
48,Faraday St-Lygon St (West),53.0,38.0,13.0,3.0,11.0,3.0,15.0,37.0,92.0,273.0,360.0,542.0,627.0,803.0,727.0,672.0,646.0,691.0,774.0,815.0,605.0,530.0,411.0,160.0,31-08-2019
49,QVM-Franklin St (North),37.0,30.0,35.0,27.0,14.0,5.0,13.0,50.0,74.0,172.0,220.0,234.0,286.0,255.0,279.0,255.0,223.0,244.0,183.0,175.0,157.0,131.0,120.0,61.0,31-08-2019
50,Elizabeth St-Lonsdale St (South),326.0,256.0,170.0,130.0,51.0,24.0,42.0,60.0,297.0,344.0,471.0,555.0,666.0,936.0,771.0,780.0,727.0,867.0,740.0,520.0,621.0,617.0,592.0,611.0,31-08-2019
51,Lincoln-Swanston (W),58.0,16.0,13.0,8.0,9.0,14.0,17.0,44.0,32.0,76.0,115.0,156.0,199.0,177.0,183.0,215.0,222.0,283.0,208.0,226.0,142.0,142.0,102.0,74.0,31-08-2019
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
53,Lonsdale St - Elizabeth St (North),172.0,63.0,37.0,27.0,19.0,21.0,27.0,87.0,176.0,314.0,477.0,588.0,689.0,726.0,694.0,575.0,543.0,649.0,588.0,630.0,450.0,380.0,244.0,234.0,31-08-2019
54,Bourke St Bridge,36.0,23.0,13.0,13.0,3.0,13.0,38.0,76.0,120.0,125.0,249.0,204.0,227.0,220.0,358.0,240.0,191.0,209.0,187.0,146.0,100.0,112.0,61.0,68.0,31-08-2019
55,Bourke St - Spencer St (North),234.0,94.0,75.0,50.0,53.0,58.0,126.0,245.0,405.0,569.0,869.0,882.0,941.0,907.0,899.0,873.0,922.0,867.0,859.0,574.0,446.0,425.0,392.0,346.0,31-08-2019
56,RMIT Bld 80 - 445 Swanston Street,8.0,4.0,6.0,2.0,2.0,1.0,3.0,27.0,64.0,96.0,150.0,167.0,144.0,182.0,253.0,214.0,205.0,163.0,43.0,38.0,26.0,25.0,27.0,19.0,31-08-2019
57,Flinders La-Swanston St (West) Temporary,818.0,440.0,269.0,181.0,155.0,196.0,179.0,,468.0,1439.0,1909.0,2818.0,3394.0,3838.0,3914.0,3588.0,3706.0,3614.0,3062.0,2727.0,1983.0,1812.0,1435.0,1217.0,31-08-2019
58,RMIT Building 14,133.0,97.0,49.0,29.0,21.0,43.0,32.0,57.0,150.0,323.0,419.0,435.0,570.0,742.0,755.0,774.0,833.0,843.0,728.0,664.0,593.0,533.0,312.0,180.0,31-08-2019
59,380 Elizabeth St,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
61,231 Bourke St,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
62,Royal Pde - Grattan St,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
63,Swanston St - City Square,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
64,State Library - New,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
65,Flinders Ln - Degraves St (South),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
66,Flinders Ln - Degraves St (North),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
67,Flinders Ln - Degraves St (Crossing),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
68,Errol Street (East),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
69,Westwood Place,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
70,Flinders St - ACMI,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
71,Bourke St - Spencer St (South),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
72,Spring St - Flinders St (West),,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
73,Macaulay Rd - Bellair St,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
74,Harbour Esplanade - Pedestrian Path,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
75,Harbour Esplanade - Bike Path,,,,,,,,,,,,,,,,,,,,,,,,,31-08-2019
76,Total,12230.0,7376.0,4861.0,3242.0,2603.0,3029.0,4423.0,7800.0,13962.0,24076.0,32462.0,43735.0,52793.0,60143.0,63170.0,61637.0,59681.0,59305.0,52318.0,46292.0,37166.0,33460.0,27637.0,19838.0,31-08-2019
0,Bourke Street Mall (North),16.0,13.0,1.0,4.0,,7.0,22.0,28.0,73.0,208.0,314.0,444.0,530.0,671.0,770.0,959.0,830.0,561.0,200.0,99.0,69.0,37.0,24.0,15.0,01-08-2020
1,Bourke Street Mall (South),6.0,6.0,3.0,3.0,3.0,5.0,86.0,18.0,42.0,121.0,211.0,292.0,415.0,465.0,509.0,521.0,366.0,265.0,97.0,55.0,46.0,19.0,26.0,9.0,01-08-2020
2,Melbourne Central,39.0,37.0,29.0,26.0,33.0,38.0,51.0,43.0,67.0,111.0,211.0,300.0,422.0,470.0,486.0,485.0,564.0,469.0,389.0,227.0,156.0,153.0,121.0,73.0,01-08-2020
3,Town Hall (West),16.0,12.0,10.0,14.0,13.0,20.0,37.0,61.0,107.0,189.0,288.0,374.0,496.0,643.0,614.0,611.0,528.0,428.0,245.0,139.0,94.0,72.0,57.0,33.0,01-08-2020
4,Princes Bridge,35.0,24.0,27.0,27.0,18.0,33.0,60.0,74.0,125.0,171.0,262.0,346.0,461.0,454.0,568.0,449.0,446.0,380.0,177.0,113.0,85.0,97.0,79.0,40.0,01-08-2020
5,Flinders Street Station Underpass,23.0,12.0,27.0,10.0,4.0,32.0,67.0,100.0,101.0,110.0,152.0,274.0,321.0,368.0,475.0,338.0,371.0,281.0,232.0,98.0,87.0,101.0,38.0,43.0,01-08-2020
6,Birrarung Marr,6.0,16.0,5.0,3.0,20.0,12.0,28.0,52.0,144.0,189.0,218.0,269.0,371.0,338.0,347.0,381.0,334.0,203.0,67.0,34.0,26.0,8.0,13.0,5.0,01-08-2020
7,Webb Bridge,8.0,9.0,2.0,3.0,2.0,6.0,20.0,52.0,106.0,150.0,241.0,304.0,358.0,384.0,354.0,370.0,309.0,261.0,93.0,58.0,54.0,34.0,23.0,21.0,01-08-2020
8,Southern Cross Station,4.0,4.0,3.0,,3.0,16.0,32.0,33.0,17.0,46.0,43.0,57.0,55.0,47.0,89.0,53.0,78.0,56.0,45.0,23.0,20.0,9.0,7.0,6.0,01-08-2020
9,Victoria Point,1.0,2.0,3.0,,1.0,4.0,4.0,17.0,24.0,31.0,32.0,32.0,45.0,53.0,51.0,45.0,45.0,46.0,31.0,30.0,19.0,17.0,9.0,8.0,01-08-2020
10,Waterfront City,7.0,,3.0,2.0,,,7.0,17.0,24.0,40.0,77.0,84.0,94.0,121.0,116.0,128.0,99.0,97.0,53.0,48.0,25.0,16.0,20.0,13.0,01-08-2020
11,New Quay,29.0,5.0,11.0,3.0,7.0,4.0,20.0,38.0,84.0,109.0,195.0,311.0,285.0,375.0,394.0,394.0,346.0,327.0,213.0,137.0,117.0,84.0,66.0,23.0,01-08-2020
12,Flagstaff Station,,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
13,Sandridge Bridge,,,,,,1.0,2.0,3.0,2.0,5.0,1.0,4.0,4.0,2.0,1.0,6.0,5.0,2.0,,,,1.0,,,01-08-2020
14,State Library,,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
15,Collins St (North),3.0,9.0,4.0,3.0,10.0,9.0,9.0,23.0,41.0,104.0,199.0,209.0,216.0,275.0,268.0,222.0,165.0,126.0,62.0,20.0,22.0,14.0,16.0,12.0,01-08-2020
16,Collins Place (South),5.0,1.0,4.0,2.0,,5.0,25.0,66.0,59.0,85.0,109.0,119.0,144.0,137.0,132.0,125.0,86.0,76.0,37.0,20.0,19.0,21.0,6.0,8.0,01-08-2020
17,Collins Place (North),2.0,,,2.0,1.0,3.0,6.0,30.0,164.0,120.0,83.0,134.0,66.0,72.0,131.0,50.0,22.0,13.0,10.0,10.0,2.0,2.0,3.0,1.0,01-08-2020
18,Chinatown-Swanston St (North),7.0,4.0,3.0,6.0,1.0,5.0,8.0,14.0,14.0,57.0,85.0,116.0,186.0,235.0,273.0,270.0,226.0,171.0,161.0,99.0,75.0,59.0,35.0,22.0,01-08-2020
19,Chinatown-Lt Bourke St (South),6.0,1.0,3.0,7.0,,2.0,2.0,8.0,8.0,17.0,27.0,51.0,91.0,67.0,90.0,97.0,94.0,51.0,63.0,37.0,31.0,29.0,18.0,9.0,01-08-2020
20,Bourke St-Russell St (West),,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
21,Flinders St-Elizabeth St (East),85.0,35.0,42.0,28.0,19.0,73.0,70.0,130.0,259.0,318.0,494.0,651.0,687.0,846.0,1001.0,990.0,1031.0,913.0,713.0,439.0,402.0,381.0,177.0,92.0,01-08-2020
22,Spencer St-Collins St (South),13.0,9.0,10.0,6.0,7.0,15.0,13.0,27.0,27.0,51.0,46.0,63.0,92.0,61.0,91.0,60.0,62.0,61.0,60.0,57.0,36.0,46.0,25.0,14.0,01-08-2020
23,Spencer St-Collins St (North),31.0,25.0,13.0,9.0,20.0,55.0,103.0,118.0,103.0,166.0,174.0,173.0,206.0,276.0,238.0,272.0,298.0,231.0,167.0,172.0,110.0,87.0,90.0,50.0,01-08-2020
24,Melbourne Convention Exhibition Centre,6.0,24.0,9.0,22.0,13.0,19.0,69.0,128.0,262.0,398.0,429.0,629.0,711.0,748.0,817.0,859.0,714.0,439.0,172.0,127.0,62.0,60.0,65.0,21.0,01-08-2020
25,QV Market-Elizabeth St (West),63.0,29.0,17.0,28.0,34.0,31.0,78.0,115.0,178.0,297.0,455.0,595.0,691.0,676.0,647.0,576.0,349.0,269.0,218.0,156.0,121.0,94.0,87.0,50.0,01-08-2020
26,QV Market-Peel St,,,1.0,,3.0,1.0,21.0,41.0,73.0,129.0,194.0,215.0,173.0,187.0,212.0,194.0,117.0,65.0,58.0,30.0,24.0,33.0,17.0,13.0,01-08-2020
27,The Arts Centre,16.0,13.0,26.0,35.0,22.0,33.0,35.0,51.0,74.0,119.0,165.0,142.0,261.0,307.0,309.0,248.0,265.0,210.0,87.0,73.0,56.0,38.0,39.0,17.0,01-08-2020
28,St Kilda Rd-Alexandra Gardens,1.0,2.0,4.0,,1.0,4.0,13.0,22.0,57.0,90.0,109.0,165.0,203.0,238.0,219.0,240.0,204.0,155.0,62.0,26.0,13.0,10.0,13.0,1.0,01-08-2020
29,Lonsdale St (South),14.0,10.0,4.0,4.0,4.0,12.0,25.0,36.0,28.0,38.0,84.0,131.0,149.0,159.0,176.0,197.0,153.0,147.0,138.0,88.0,57.0,46.0,22.0,11.0,01-08-2020
30,Lygon St (West),30.0,6.0,10.0,5.0,17.0,3.0,24.0,22.0,31.0,53.0,89.0,115.0,94.0,122.0,155.0,148.0,122.0,117.0,80.0,72.0,110.0,78.0,75.0,64.0,01-08-2020
31,City Square,,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
32,Flinders St-Spring St (West),,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
33,Flinders St-Spark La,,1.0,2.0,1.0,2.0,3.0,5.0,11.0,14.0,47.0,54.0,41.0,60.0,75.0,81.0,82.0,49.0,36.0,16.0,9.0,9.0,3.0,10.0,6.0,01-08-2020
34,Southbank,31.0,18.0,6.0,5.0,4.0,7.0,46.0,273.0,324.0,606.0,481.0,626.0,802.0,916.0,929.0,948.0,781.0,440.0,192.0,95.0,55.0,70.0,39.0,15.0,01-08-2020
35,Queen St (West),4.0,2.0,1.0,1.0,,16.0,13.0,15.0,30.0,35.0,62.0,40.0,57.0,64.0,61.0,39.0,66.0,32.0,30.0,18.0,13.0,17.0,9.0,6.0,01-08-2020
36,Lygon St (East),4.0,4.0,8.0,,,,,,,,,,,,51.0,88.0,91.0,76.0,34.0,24.0,32.0,18.0,7.0,10.0,01-08-2020
37,Alfred Place,4.0,,1.0,,1.0,,12.0,3.0,5.0,8.0,9.0,32.0,12.0,13.0,21.0,11.0,7.0,13.0,7.0,2.0,5.0,,5.0,,01-08-2020
38,Lonsdale St-Spring St (West),8.0,1.0,4.0,3.0,1.0,,8.0,12.0,19.0,59.0,57.0,62.0,63.0,61.0,91.0,69.0,68.0,57.0,35.0,16.0,16.0,8.0,5.0,3.0,01-08-2020
39,Grattan St-Swanston St (West),3.0,4.0,2.0,3.0,,1.0,20.0,11.0,22.0,29.0,43.0,43.0,48.0,30.0,55.0,62.0,49.0,53.0,35.0,25.0,26.0,18.0,9.0,3.0,01-08-2020
40,Monash Rd-Swanston St (West),1.0,3.0,1.0,1.0,,1.0,5.0,6.0,15.0,29.0,34.0,40.0,38.0,44.0,80.0,78.0,59.0,62.0,34.0,17.0,24.0,14.0,9.0,4.0,01-08-2020
41,Tin Alley-Swanston St (West),2.0,3.0,1.0,1.0,,,3.0,3.0,13.0,18.0,24.0,24.0,25.0,31.0,49.0,51.0,44.0,44.0,21.0,11.0,13.0,4.0,5.0,1.0,01-08-2020
42,Little Collins St-Swanston St (East),7.0,12.0,3.0,9.0,7.0,15.0,12.0,27.0,62.0,111.0,148.0,152.0,248.0,295.0,337.0,289.0,270.0,269.0,131.0,80.0,32.0,40.0,31.0,17.0,01-08-2020
43,Flinders La-Swanston St (West),43.0,33.0,29.0,19.0,45.0,62.0,117.0,102.0,206.0,275.0,331.0,449.0,705.0,693.0,763.0,711.0,595.0,455.0,264.0,179.0,108.0,98.0,85.0,62.0,01-08-2020
44,Pelham St (South),5.0,,,1.0,,2.0,4.0,14.0,16.0,14.0,32.0,39.0,30.0,32.0,43.0,35.0,41.0,23.0,24.0,11.0,7.0,26.0,5.0,5.0,01-08-2020
45,Melbourne Central-Elizabeth St (East),41.0,29.0,37.0,46.0,9.0,30.0,51.0,62.0,89.0,173.0,252.0,359.0,465.0,491.0,594.0,594.0,509.0,440.0,297.0,197.0,138.0,131.0,99.0,109.0,01-08-2020
46,QVM-Queen St (East),3.0,3.0,4.0,3.0,3.0,14.0,41.0,65.0,105.0,166.0,217.0,268.0,282.0,314.0,359.0,262.0,189.0,99.0,77.0,29.0,19.0,37.0,21.0,14.0,01-08-2020
47,QVM-Therry St (South),64.0,65.0,43.0,36.0,28.0,22.0,45.0,63.0,70.0,179.0,214.0,221.0,245.0,278.0,212.0,215.0,117.0,74.0,97.0,129.0,115.0,112.0,103.0,101.0,01-08-2020
48,Faraday St-Lygon St (West),4.0,6.0,1.0,1.0,10.0,1.0,2.0,13.0,54.0,116.0,170.0,225.0,230.0,188.0,207.0,192.0,173.0,103.0,57.0,43.0,47.0,36.0,34.0,6.0,01-08-2020
49,QVM-Franklin St (North),,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
50,Elizabeth St-Lonsdale St (South),5.0,1.0,,1.0,1.0,11.0,6.0,13.0,37.0,34.0,71.0,120.0,135.0,136.0,168.0,157.0,124.0,111.0,72.0,60.0,49.0,17.0,14.0,8.0,01-08-2020
51,Lincoln-Swanston (W),,,,,1.0,,,1.0,,,1.0,1.0,,1.0,,1.0,,,,,,,,,01-08-2020
52,Elizabeth St-La Trobe St (East),,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
53,Lonsdale St - Elizabeth St (North),5.0,2.0,3.0,,,8.0,38.0,24.0,24.0,55.0,94.0,117.0,109.0,104.0,140.0,140.0,122.0,100.0,81.0,56.0,57.0,41.0,23.0,13.0,01-08-2020
54,Bourke St Bridge,1.0,,1.0,1.0,3.0,7.0,16.0,42.0,31.0,43.0,52.0,47.0,82.0,76.0,111.0,131.0,111.0,73.0,55.0,29.0,25.0,28.0,9.0,7.0,01-08-2020
55,Bourke St - Spencer St (North),31.0,7.0,16.0,7.0,11.0,12.0,34.0,65.0,73.0,84.0,134.0,147.0,133.0,158.0,191.0,176.0,182.0,139.0,114.0,92.0,71.0,75.0,28.0,32.0,01-08-2020
56,RMIT Bld 80 - 445 Swanston Street,,,,,,,,1.0,11.0,25.0,42.0,64.0,67.0,61.0,95.0,101.0,66.0,26.0,,,,,,,01-08-2020
57,Flinders La-Swanston St (West) Temporary,,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
58,RMIT Building 14,7.0,7.0,6.0,,2.0,8.0,21.0,10.0,46.0,78.0,130.0,137.0,153.0,180.0,194.0,219.0,195.0,213.0,111.0,72.0,50.0,25.0,25.0,14.0,01-08-2020
59,380 Elizabeth St,67.0,52.0,38.0,29.0,24.0,41.0,102.0,125.0,123.0,237.0,382.0,565.0,616.0,700.0,931.0,959.0,931.0,763.0,642.0,397.0,305.0,264.0,189.0,100.0,01-08-2020
60,La Trobe St (North),,,,,,,,,,,,,,,,,,,,,,,,,01-08-2020
61,231 Bourke St,9.0,9.0,4.0,7.0,5.0,6.0,8.0,28.0,14.0,57.0,85.0,129.0,195.0,151.0,224.0,206.0,146.0,148.0,85.0,69.0,58.0,30.0,38.0,12.0,01-08-2020
62,Royal Pde - Grattan St,5.0,3.0,8.0,3.0,1.0,3.0,23.0,21.0,35.0,44.0,61.0,57.0,80.0,55.0,95.0,84.0,66.0,66.0,21.0,26.0,14.0,18.0,14.0,5.0,01-08-2020
63,Swanston St - City Square,9.0,6.0,3.0,4.0,5.0,4.0,15.0,17.0,34.0,64.0,71.0,100.0,130.0,176.0,186.0,152.0,121.0,139.0,64.0,47.0,26.0,19.0,20.0,10.0,01-08-2020
